"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"Shady RAT_D","China-Vietnam","China","No","Vietnam","No","Yes",2007-03-01,2010-01-01,2007,1037,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","Yes","No","https://www.symantec.com/connect/blogs/truth-behind-shady-rat","https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/",NA,NA,NA,"Multiple data breaches of government and several corparations",NA,NA,NA
"Territory attack_B","China-Vietnam","China","No","Vietnam","No","No",2009-02-17,2015-05-30,2009,2293,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.fireeye.com/blog/threat-research/2015/04/apt_30_and_the_mecha.html","https://techcrunch.com/2015/04/12/fireeye-apt-30-southeast-asia-india-report/",NA,NA,NA,"APT30 group steals infor from governments in dispute with SCS territoriality",NA,NA,NA
"Spratly Island dispute","China-Vietnam","China","No","Vietnam","No","Yes",2011-06-03,2011-06-06,2011,3,"Before July 2016","Network Infiltration (Viruses)","Government non-military","Disruption","Yes","Yes","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.bbc.com/news/world-asia-pacific-13707921",NA,NA,NA,NA,"Chinese territorial claim cyber action after the dispute over the Spratly/Nansha Islands",NA,NA,NA
"Ocean Lotus/APT 32","China-Vietnam","Vietnam","No","China","No","No",2012-04-01,2014-05-01,2012,760,"Before July 2016","Network Infiltration (Worms)","Government non-military","Degrade","No","Yes","No",4,"Indirect and delayed","Government Facilities Sector","Yes","No","https://www.cyberscoop.com/apt32-vietnam-cylance-ocean-lotus-hacking-tools/","https://www.scmagazineuk.com/ocean-lotus-group-apt-32-identified-vietnamese-apt-group/article/1474614",NA,NA,NA,"Vietnamese APT group emerges to steal data and respond to China's actions in the SCS .",NA,NA,NA
"South China Sea #1","China-Vietnam","China","No","Vietnam","No","No",2013-09-01,2014-12-01,2013,456,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","Yes","No","https://www.securityweek.com/goblin-panda-targets-vietnam-again","https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-august-goblin-panda/",NA,NA,NA,"In 2013 and 2014, espionage against Vietnam's defense, energy and government.",NA,NA,NA
"Lotus Blossom_B","China-Vietnam","China","No","Vietnam","No","No",2015-10-01,2017-07-01,2015,639,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://securityaffairs.co/wordpress/61328/apt/spring-dragon-apt.html","https://unit42.paloaltonetworks.com/attack-on-french-diplomat-linked-to-operation-lotus-blossom/","https://www.scmagazine.com/home/security-news/cybercrime/600-samples-of-spring-dragon-apt-malware-spotted/",NA,NA,"Spring Dragon SCS IO",NA,NA,NA
"South China Sea #2","China-Vietnam","China","No","Vietnam","No","No",2018-08-01,2018-09-04,2018,34,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","Yes","No","https://www.securityweek.com/goblin-panda-targets-vietnam-again","https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-august-goblin-panda/",NA,NA,NA,"In 2013 and 2014, espionage against Vietnam's defense, energy and government.",NA,NA,NA
"Vietnam target Chinese Gov't Covid Response","China-Vietnam","Vietnam","No","China","No","No",2020-01-06,2020-04-22,2020,107,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Healthcare and Public Health Sector","No","No","https://www.reuters.com/article/us-health-coronavirus-cyber-vietnam/vietnam-linked-hackers-targeted-chinese-government-over-coronavirus-response-researchers-idUSKCN2241C8","https://www.cyberscoop.com/vietnam-coronavirus-china-apt32-fireeye/","https://www.fireeye.com/blog/threat-research/2020/04/apt32-targeting-chinese-government-in-covid-19-related-espionage.html",NA,NA,"Vietnam hackers attacked Wuhan government and the Chinese Ministry of Emergency Management related to COVID-19",NA,NA,NA
"Q4 Work Plan-Vietnam","China-Vietnam","China","No","Vietnam","No","No",2020-03-01,2020-05-01,2020,61,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.pwc.co.uk/issues/cyber-security-services/research/the-keyboys-are-back-in-town.html","https://www.zdnet.com/article/chinese-hacking-group-returns-with-new-tactics-for-espionage-campaign/","https://www.infosecurity-magazine.com/news/chinese-keyboy-group-unlocks/",NA,NA,"targeting western organisations with malware which allows them to secretly perform malicioUSactivities on infected computers. They include taking screenshots, key-logging, browsing and downloading files, gathering extended system information about the machine, and shutting down the infected machine.",NA,NA,NA
"Paracel Islands attack (Pirate Panda Vietnamese Phishing Attack) (keyboy)","China-Vietnam","China","No","Vietnam","No","No",2020-04-20,2020-04-30,2020,10,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.cyberscoop.com/south-china-sea-maritime-hacking-vietnam/","https://www.anomali.com/blog/anomali-suspects-that-china-backed-apt-pirate-panda-may-be-seeking-access-to-vietnam-government-data-center",NA,NA,NA,"China attack against Vietnam's officials who deal with disputes in the South China Sea.",NA,NA,NA
"Mindef hack","China-Singapore","China","No","Singapore","No","No",2017-02-01,2017-02-28,2017,27,"After July 2016","Network Infiltration (Viruses)","Government military","Long-term espionage","No","Yes","No",3,"Indirect and immediate","Defense Industrial Base Sector","No","No","https://govinsider.asia/digital-gov/singapore-ministry-of-defence-hacked-with-personal-data-stolen/","https://www.securityweek.com/hackers-breach-non-classified-system-singapores-ministry-defence","https://www.linklaters.com/en/insights/publications/tmt-news/tmt-news---june-2017/singapore---cybercrime-law-strengthened","https://www.todayonline.com/singapore/mindef-internet-system-hacked-personal-data-850-personnel-stolen",NA,"OPM-style personal informaiton hack of ministry of defense",NA,NA,NA
"Territory attack_C","China-Philippines","China","No","Philippines","No","No",2009-02-17,2015-05-30,2009,2293,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.fireeye.com/blog/threat-research/2015/04/apt_30_and_the_mecha.html","https://techcrunch.com/2015/04/12/fireeye-apt-30-southeast-asia-india-report/",NA,NA,NA,"APT30 group steals infor from governments in dispute with SCS territoriality",NA,NA,NA
"Hellsing disrutions","China-Philippines","China","No","Philippines","No","No",2009-02-17,2015-05-30,2009,2293,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","No","Yes","No",4,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","https://securityaffairs.co/wordpress/36002/cyber-crime/hellsing-apt-on-apt-attack.html",NA,NA,NA,NA,"Hellsing APT group launches widespread disruptions and corruption of data over SCS disputes",NA,NA,NA
"Philippines hack","China-Philippines","China","No","Philippines","No","No",2009-03-28,2009-03-30,2009,2,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Indirect and immediate","Government Facilities Sector","No","No","http://www.cnn.com/2009/TECH/03/30/ghostnet.cyber.espionage/index.html","https://www.philstar.com/headlines/2009/03/31/453431/doj-alarmed-over-reported-hacking-dfa-computers",NA,NA,NA,"To steal secretive infomration from the Philippines government",NA,NA,NA
"Lotus Blossom_C","China-Philippines","China","No","Philippines","No","No",2015-10-01,2017-07-01,2015,639,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://securityaffairs.co/wordpress/61328/apt/spring-dragon-apt.html,","https://unit42.paloaltonetworks.com/attack-on-french-diplomat-linked-to-operation-lotus-blossom/","https://www.scmagazine.com/home/security-news/cybercrime/600-samples-of-spring-dragon-apt-malware-spotted/",NA,NA,"Spring Dragon SCS IO",NA,NA,NA
"Philippines DOJ attacks","China-Philippines","China","No","Philippines","No","No",2015-10-22,2016-03-31,2015,161,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.f-secure.com/documents/996508/1030745/nanhaishu_whitepaper.pdf","https://www.proofpoint.com/us/threat-insight/post/leviathan-espionage-actor-spearphishes-maritime-and-defense-targets",NA,NA,NA,"Filipino Dept of Justice targeted for its role in the territorial disputes of 2016",NA,NA,NA
"SCS DDoS Spratly #1","China-Philippines","China","No","Philippines","No","No",2016-07-01,2016-07-21,2016,20,"Before July 2016","DDoS, Botnets","Government military","Disruption","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.enigmasoftware.com/china-ddos-attacks-against-philippine-government-websites/","https://techcrunch.com/2016/09/21/cybersecurity-is-threatening-americas-military-supremacy/?guccounter=1&guce_referrer=aHR0cHM6Ly9kdWNrZHVja2dvLmNvbS8&guce_referrer_sig=AQAAAHaJweQMG-1BIqQHScbikwV0g84Ip-0gpyewaT2g3i2i1jcunDEbzGN-tgq0jm9EiKOUx6cryoCrQfQGrefCZpHOCHHxW17ZDldPfjwsE-pWlNNknyWL7LdNmRn8O-xCG1kOIYzotI-j_WUx_YpO7szn73WvgwWEmFKJvvyVQLfv","https://thediplomat.com/2016/07/chinas-secret-weapon-in-the-south-china-sea-cyber-attacks/","https://www.rappler.com/technology/ddos-attack-arbor-networks",NA,"Massive DDoS attack on Filipino government networks after Permanent Court of Arbitration's decision rebuking China's SCS territorial claims",NA,NA,NA
"SCS DDoS #2","China-Philippines","China","No","Philippines","No","No",2018-03-01,2018-03-08,2018,7,"After July 2016","DDoS, Botnets","Government military","Disruption","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.netscout.com/blog/asert/netscout-arbor-confirms-17-tbps-ddos-attack-terabit-attack-era",NA,NA,NA,NA,"Massive DDoS attack on Filipino government networks after Permanent Court of Arbitration's decision rebuking China's SCS territorial claims",NA,NA,NA
"Q4 Work Plan-Philippines","China-Philippines","China","No","Philippines","No","No",2018-05-01,2020-05-01,2018,731,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.pwc.co.uk/issues/cyber-security-services/research/the-keyboys-are-back-in-town.html","https://www.zdnet.com/article/chinese-hacking-group-returns-with-new-tactics-for-espionage-campaign/","https://www.infosecurity-magazine.com/news/chinese-keyboy-group-unlocks/",NA,NA,"targeting western organisations with malware which allows them to secretly perform malicioUSactivities on infected computers. They include taking screenshots, key-logging, browsing and downloading files, gathering extended system information about the machine, and shutting down the infected machine.",NA,NA,NA
"2018 ANU Network Breach","Australia-China","China","No","Australia","No","No",2018-03-01,2018-07-06,2018,127,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.theguardian.com/australia-news/2018/jul/07/australian-national-university-hit-by-chinese-hackers","https://www.reuters.com/article/australia-cyber/top-australian-university-hacked-19-years-of-students-data-accessed-idUSL4N23B0VA",NA,NA,NA,"Chinese intelligence services hacked into the Australian University to collect data they could use to groom students as informants before they were hired into the civil service. ",NA,NA,NA
"AUS Government","Australia-China","China","No","Australia","No","No",2019-02-07,2020-06-01,2019,480,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Indirect and immediate","Government Facilities Sector","No","No","www.internationalaffairs.org.au/australianoutlook/cyber-attack-australian-parliament-lessons-learned/","https://www.washingtonpost.com/news/powerpost/paloma/the-cybersecurity-202/2019/03/11/the-cybersecurity-202-after-parliament-hack-australia-learns-from-u-s-missteps/5c85a9911b326b2d177d6043/",NA,NA,NA,"It is understood the initial breach was the result of a phishing campaign, where a staff member opened an infected document attached to an email. Once the criminals got a foothold on a computer attached to the network, they scanned and infected other targets, including intranet servers. They were then able to redirect network traffic in order to exfiltrate data. They also erased logs to cover their tracks and placed additional malware to maintain control of the infected systems for later use (para. 2)",NA,NA,NA
"2019 ANU Network Breach","Australia-China","China","No","Australia","No","No",2019-06-04,2019-06-04,2019,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.abc.net.au/news/2019-10-02/anu-cyber-hack-how-personal-information-got-out/11550578?nw=0","https://www.theguardian.com/australia-news/2018/jul/07/australian-national-university-hit-by-chinese-hackers","https://www.reuters.com/article/australia-cyber/top-australian-university-hacked-19-years-of-students-data-accessed-idUSL4N23B0VA",NA,NA,"Chinese intelligence services hacked into the Australian University to collect data they could use to groom students as informants before they were hired into the civil service. ",NA,NA,NA
"Third Army Command breach","N Korea-S Korea","North Korea","No","South Korea","No","No",2007-03-05,2008-09-02,2007,547,"Before July 2016","Network Infiltration (Viruses)","Government military","Long-term espionage","No","Yes","No",1,"Direct and immediate","Chemical Sector","Yes","No","http://www.keia.org/sites/default/files/publications/kei_aps_mansourov_final.pdf",NA,NA,NA,NA,"NK steals secret toxic chemical data",NA,NA,NA
"Dark Hotel_A","N Korea-S Korea","South Korea","No","North Korea","No","No",2008-01-01,2014-11-09,2008,2504,"Before July 2016","Network Infiltration (Viruses)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","Yes","No","https://attack.mitre.org/groups/G0012/","https://www.wired.com/2014/11/darkhotel-malware/","https://www.trendmicro.com/vinfo/pl/security/news/cybercrime-and-digital-threats/darkhotel-malware-emphasizes-the-importance-of-using-secure-networks-while-travelling",NA,NA,"Information theft from South Korea that targeted executives working in the nuclear industry",NA,NA,NA
"Fourth of July_B","N Korea-S Korea","North Korea","No","South Korea","No","No",2009-07-04,2009-07-07,2009,3,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Financial Services Sector","No","No","https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks","https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay",NA,NA,NA,"DDoS disruptive events on South Korean banks.",NA,NA,NA
"Government shut down","N Korea-S Korea","North Korea","No","South Korea","No","No",2009-07-06,2009-07-09,2009,3,"Before July 2016","Network Infiltration (Viruses)","Government non-military","Degrade","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks","https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay",NA,NA,NA,"Signaling campaign coinciding with the Fourth of July strike against the US",NA,NA,NA
"Blue House attack","N Korea-S Korea","North Korea","No","South Korea","No","No",2010-07-07,2010-07-08,2010,1,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","http://www.keia.org/sites/default/files/publications/kei_aps_mansourov_final.pdf","https://technology.inquirer.net/26695/s-korea-sounds-alert-after-official-websites-hacked",NA,NA,NA,"Retaliation for allegations of N Korean responsibility for the sinking of S Korean warship, Cheonan, and death of 46 sailors.",NA,NA,NA
"Anti-Kim","N Korea-S Korea","South Korea","No","North Korea","No","No",2011-01-04,2011-01-10,2011,6,"Before July 2016","Vandalism (website defacements, propaganda)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","http://www.washingtonpost.com/wp-dyn/content/article/2011/01/08/AR2011010801155.html",NA,NA,NA,NA,"Disruptive action on the birthday of Kim Jong-Un",NA,NA,NA
"NK retaliation","N Korea-S Korea","North Korea","No","South Korea","No","No",2011-01-04,2011-01-10,2011,6,"Before July 2016","Vandalism (website defacements, propaganda)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.theguardian.com/world/2011/jan/11/korea-hackers-mount-cyber-skirmishes",NA,NA,NA,NA,"Retaliation for the Anti-Kim disruptive on Kim Jong-Un’s birthday.",NA,NA,NA
"March DDoS 2","N Korea-S Korea","North Korea","No","South Korea","No","No",2011-03-07,2011-03-08,2011,1,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.bbc.com/news/technology-12646052",NA,NA,NA,NA,"Disruptive event during the US-S. Korea joint military training drills.",NA,NA,NA
"Bank shut down","N Korea-S Korea","North Korea","No","South Korea","No","No",2011-04-03,2011-04-03,2011,0,"Before July 2016","Network Infiltration (Viruses)","Private/non-state","Degrade","No","Yes","No",2,"Direct and immediate","Financial Services Sector","Yes","No","https://www.bbc.com/news/world-asia-pacific-13263888",NA,NA,NA,NA,"Data breaches on SK private networks on Kim Il Sung's birthday",NA,NA,NA
"June DDoS","N Korea-S Korea","North Korea","No","South Korea","No","No",2011-06-07,2011-06-07,2011,0,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","No","Yes","No",2,"Direct and immediate","Financial Services Sector","Yes","No","https://www.washingtonpost.com/world/national-security/suspected-north-korean-cyber-attack-on-a-bank-raises-fears-for-s-korea-allies/2011/08/07/gIQAvWwIoJ_story.html?utm_term=.fdd5a2f6b760",NA,NA,NA,NA,"DDoS on government networks in advance of general and Presidential election.",NA,NA,NA
"December defacement","N Korea-S Korea","North Korea","No","South Korea","No","Yes",2011-12-07,2011-12-07,2011,0,"Before July 2016","Vandalism (website defacements, propaganda)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Commercial Facilities Sector","No","No","https://thenextweb.com/asia/2011/12/19/s-korea-issues-cyber-threat-warning-following-death-of-kim-jong-il/","https://www.nytimes.com/2017/10/15/world/asia/north-korea-hacking-cyber-sony.html",NA,NA,NA,"Disruptive events at the resumption of US-S. Korea nuclear energy talks on the 5th of December.",NA,NA,NA
"Telecom shut down","N Korea-S Korea","North Korea","No","South Korea","No","No",2011-12-20,2011-12-20,2011,0,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",2,"Direct and immediate","Commercial Facilities Sector","No","No","https://thenextweb.com/asia/2011/12/19/s-korea-issues-cyber-threat-warning-following-death-of-kim-jong-il/","https://www.nytimes.com/2017/10/15/world/asia/north-korea-hacking-cyber-sony.html",NA,NA,NA,"Data breaches on the SK private sector during the mourning period of Kim Jung Il's death",NA,NA,NA
"Dark Seoul","N Korea-S Korea","North Korea","No","South Korea","No","No",2013-01-26,2013-03-20,2013,53,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",3,"Direct and delayed","Financial Services Sector","Yes","No","https://threatpost.com/tag/dark-seoul-apt/","https://www.darkreading.com/attacks-breaches/north-korean-apt-group-employed-rare-zero-day-attack/d/d-id/1331011",NA,NA,NA,"Espionage portion of Operation Troy, RAT installed in SK media and bank networks",NA,NA,NA
"Operation Troy","N Korea-S Korea","North Korea","No","South Korea","No","No",2013-03-20,2013-03-20,2013,0,"Before July 2016","Network Infiltration (Logic bombs)","Private/non-state","Degrade","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://www.helpnetsecurity.com/2013/07/08/dissecting-operation-troy-cyberespionage-in-south-korea/","https://securingtomorrow.mcafee.com/other-blogs/executive-perspectives/operation-troy-openioc-release/",NA,NA,NA,"Wiper malware erases or corrupts data in SK banks and media networks",NA,NA,NA
"OpTroy Defense Contractor breach","N Korea-S Korea","North Korea","No","South Korea","No","No",2013-04-04,2016-02-15,2013,1047,"Before July 2016","Network Infiltration (Viruses)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Financial Services Sector","No","No","https://www.helpnetsecurity.com/2013/07/08/dissecting-operation-troy-cyberespionage-in-south-korea/","https://securingtomorrow.mcafee.com/other-blogs/executive-perspectives/operation-troy-openioc-release/",NA,NA,NA,"Operation Troy targets defense contractors, including blueprint for F-15",NA,NA,NA
"OnionDog","N Korea-S Korea","North Korea","No","South Korea","No","No",2013-10-20,2016-03-09,2013,871,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Energy Sector","No","No","https://www.prnewswire.com/news-releases/onion-dog-a-3-year-old-apt-focused-on-the-energy-and-transportation-industries-in-korean-language-countries-is-exposed-by-360-300232441.html","https://www.360.net/assets/doc/apt_report/en/OPERATION%20ONIONDOG%20%E2%80%93Disclosing%20Targeted%20Attacks%20on%20Government.pdf",NA,NA,NA,"SK energy and transportation sectors breached by Lazaraus Group-type code",NA,NA,NA
"OD disrupt","N Korea-S Korea","North Korea","No","South Korea","No","No",2013-10-20,2016-03-09,2013,871,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","Yes","Yes","No",4,"Direct and immediate","Transportation Systems Sector","No","No","https://www.prnewswire.com/news-releases/onion-dog-a-3-year-old-apt-focused-on-the-energy-and-transportation-industries-in-korean-language-countries-is-exposed-by-360-300232441.html","https://www.360.net/assets/doc/apt_report/en/OPERATION%20ONIONDOG%20%E2%80%93Disclosing%20Targeted%20Attacks%20on%20Government.pdf",NA,NA,NA,"Intermittent disrutptions of SK energy and transportation sectors",NA,NA,NA
"Seoul subway hack","N Korea-S Korea","North Korea","No","South Korea","No","No",2014-07-07,2015-10-05,2014,455,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Transportation Systems Sector","No","No","https://www.securityweek.com/north-korea-suspected-hacking-seoul-subway-operator-mp","https://news.vice.com/en_us/article/vb8bp8/cyber-attack-on-south-korean-subway-system-could-be-a-sign-of-nastier-things-to-come",NA,NA,NA,"Seoul subway network hacked, sensistive info stolen, future disruptions expected",NA,NA,NA
"South Korea nuclear facility hack","N Korea-S Korea","North Korea","No","South Korea","No","No",2014-12-09,2014-12-12,2014,3,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",2,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","No","No","https://www.wsj.com/articles/north-korea-blamed-for-nuclear-power-plant-hack-1426589324","https://thehackernews.com/2014/12/Korea-nuclear-power-plant-hacked.html",NA,NA,NA,"Data breach on South Korea's nuclear power facilities",NA,NA,NA
"SK govt network breach","N Korea-S Korea","North Korea","No","South Korea","No","No",2015-10-03,2015-10-20,2015,17,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.upi.com/Top_News/World-News/2015/10/20/Spy-agency-North-Korea-hackers-stole-sensitive-South-Korean-data/9041445353950/","https://www.scmagazine.com/home/security-news/privacy-compliance/article-29-working-party-still-not-happy-with-windows-10-privacy-controls/448582/",NA,NA,NA,"SK lawmakers and govt networks breached, sensistive info stolen",NA,NA,NA
"SK diplomat hack","N Korea-S Korea","North Korea","No","South Korea","No","No",2016-05-01,2016-08-01,2016,92,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.asiaone.com/asia/seoul-lambastes-pyongyang-hacking-diplomats-officials","https://en.yna.co.kr/view/AEN20160801001151315",NA,NA,NA,"Roughly 90 SK diplomats' emails and passwords comrpmised",NA,NA,NA
"South Korea diplomat hack","N Korea-S Korea","North Korea","No","South Korea","No","No",2016-05-01,2016-08-01,2016,92,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://en.yna.co.kr/view/AEN20160801001151315","https://apnews.com/article/2f405fb04149467fac3ec2ad70b0737c",NA,NA,NA,"Roughly 90 SK diplomats' emails and passwords comrpmised",NA,NA,NA
"Anderial","N Korea-S Korea","North Korea","No","South Korea","No","No",2016-09-01,2016-09-30,2016,29,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.zdnet.com/article/us-army-report-says-many-north-korean-hackers-operate-from-abroad/","https://www.bleepingcomputer.com/news/security/north-korean-hackers-behind-wannacry-and-sony-hack-sanctioned-by-usa/",NA,NA,NA,"According to industry and press reporting, beyond its criminal efforts, Andariel continues to conduct malicioUScyber activity against South Korea government personnel and the South Korean military in an effort to gather intelligence.  One case spotted in September 2016 was a cyber intrusion into the personal computer of the South Korean Defense Minister in office at that time and the Defense Ministry’s intranet in order to extract military operations intelligence.",NA,NA,"https://home.treasury.gov/news/press-releases/sm774"
"SK MoD data theft","N Korea-S Korea","North Korea","No","South Korea","No","No",2016-09-05,2016-12-06,2016,92,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.dw.com/en/north-korea-hacked-us-south-korea-war-plans/a-40889394","https://www.bbc.com/news/world-asia-41565281","https://www.nytimes.com/2017/10/10/world/asia/north-korea-hack-war-plans.html","https://www.theguardian.com/world/2017/oct/10/north-korea-hacked-us-war-plans-south-korea-reports",NA,"NK successfully steals critical information from the SK Ministry of Defense",NA,NA,NA
"South Korea MoD data theft","N Korea-S Korea","North Korea","No","South Korea","No","No",2016-09-05,2016-12-06,2016,92,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",4,"Direct and immediate","Government Facilities Sector","No","No","https://www.dw.com/en/north-korea-hacked-us-south-korea-war-plans/a-40889394, https://www.theguardian.com/world/2017/oct/10/north-korea-hacked-us-war-plans-south-korea-reports","https://www.bbc.com/news/world-asia-41565281","https://www.nytimes.com/2017/10/10/world/asia/north-korea-hack-war-plans.html",NA,NA,"NK successfully steals critical information from the SK Ministry of Defense",NA,NA,NA
"Bithumb_A","N Korea-S Korea","North Korea","No","South Korea","No","No",2017-02-01,2017-02-28,2017,27,"After July 2016","Network Infiltration (Viruses)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/","https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know",NA,NA,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. It said the first two attacks in February 2017 and July 2017 each resulted in losses of approximately $7 million,",NA,NA,NA
"BitHumb Crypto Heist #1","N Korea-S Korea","North Korea","No","South Korea","No","No",2017-02-01,2017-02-01,2017,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","Yes","https://www.bbc.com/news/world-asia-42378638",NA,NA,NA,NA,"At least $7 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange. The hackers also stole PII from 30,000 customers. Incident dates inconsistent across media reports.",NA,NA,NA
